endpoint,scaffold,records,positives,prevalence
herg_blockade,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)nc1,2,2,1.0
herg_blockade,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOC4)N3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCSCC4)N3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CC[SH+]CC4)N3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc(CCCN3CCCCC3)ncn2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc(CCCN3CCOCC3)ncn2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2cc(CNC3CCCC3)n[nH]2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc(Cn3cc4nc(-c5ccccc5)nc-4cn3)on2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2cc(N3CCNCC3)nc3[nH]ccc23)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc(OCC3CCNC3)cnc2-c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc3c(ccn4cnnc34)nc2-c2ccc(CN3CCC(c4nnc(-c5ccccn5)[nH]4)CC3)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc3c(nc2-c2ccccc2)NCCC3)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc3ccnc(NC4CCCNC4)c3s2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2cc3cnc(N4CCNCC4)nc3nc2-c2ccc(CN3CCC(c4nnc(-c5cc[nH+]cc5)[nH]4)CC3)cc2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2cc3cnc(N4CCNCC4)nc3nc2-c2ccc(CN3CCC(c4nnc(-c5cccnc5)[nH]4)CC3)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cc3cnc(N4CCNCC4)nc3nc2-c2ccc(CN3CCC(c4nnc(-c5ncccn5)[nH]4)CC3)cc2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2ccc(C3CC(N4CCCC4)C3)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc(C3CCN(c4ccccc4)C3)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc(C3CCOC3)cc2)nc1,2,0,0.0
herg_blockade,c1ccc(-c2ccc(C3CNCCC34OCc3ccccc34)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc(COc3ccc4c(c3)C(CCCN3CCCCC3)CCC4)nc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc(Cc3cc(C4CCN(CC5CN(CC6CCCCC6)CC5c5ccccc5)CC4)[nH]n3)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc(Nc3cccc(CN4CCOCC4)n3)s2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc3c(N4CCOCC4)nc(-n4ccnc4)nc3n2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCCC4)nc3n2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCNCC4)nc3n2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2ccc3c(N4CCOCC4)ncnc3n2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2ccc3c(Nc4cccnc4)ncnc3c2)nc1,2,2,1.0
herg_blockade,c1ccc(-c2ccc3cccnn23)cc1,2,0,0.0
herg_blockade,c1ccc(-c2ccc3cnc(Nc4ccc(C5CCNCC5)cc4)nn23)cc1,2,1,0.5
herg_blockade,c1ccc(-c2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nn23)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cccc(OC3CC4CCC(C3)N4)c2)nc1,2,2,1.0
herg_blockade,c1ccc(-c2cccnc2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2cccs2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2ccnc(NCc3cc(-c4ccccn4)n[nH]3)c2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2cnc(N3CC4CC3CN4)cn2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2cnc(N3CC4CC3CN4)nc2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2cnc(Nc3cc(CN4CCNCC4)ccn3)s2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cnc(Nc3cnccn3)cc2NCC2CNCCO2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2cnc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nc(-c3ccc4c(c3)CCN4)no2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2nc(COc3ccc4c(c3)C(CCCNC3CCCC3)CC4)no2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nc(COc3ccc4c(c3)C(N3CCNCC3)CC4)no2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nc(COc3cccc(CNC4CCN(C5CCCC5)C4)c3)no2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nc3c(N4CCNCC4)ncnc3n2-c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nc3c(Nc4ccc(-n5ccnc5)cc4)cccc3[nH]2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2nc3c(Nc4ccc(-n5ccnc5)cn4)cccc3[nH]2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nc3c(Nc4ccc(-n5ccnc5)nc4)cccc3[nH]2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2nc3ccc(N4CCNCC4)nc3nc2-c2ccc(CN3CCC(c4nnc(-c5ccccn5)[nH]4)CC3)cc2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2nc3ccc(N4CCNCC4)nc3nc2-c2ccc(CN3CCC(c4nnc(-c5cccnc5)[nH]4)CC3)cc2)cc1,2,1,0.5
herg_blockade,c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2nn(CC3CCCCC3)c3ncncc23)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nnc(CN3CCNCC3)o2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2nnc(SCCCN3CC4CC4(c4ccccc4)C3)[nH]2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccn[nH]5)cc4CC3)[nH]2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2noc(CSc3nncn3-c3ccccc3)n2)cc1,2,0,0.0
herg_blockade,c1ccc(-c2nocc2-c2ccc3cc(CCN4CCCC4)ccc3n2)cc1,2,2,1.0
herg_blockade,c1ccc(-c2oncc2CCN2Cc3ccccc3C2)cc1,2,0,0.0
herg_blockade,c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1,2,2,1.0
herg_blockade,c1ccc(-n2cc(CN3CCC4(CC3)OCc3ccccc34)cn2)cc1,2,1,0.5
herg_blockade,c1ccc(-n2cc(CN3CCC4(CC3)OCc3ccccc34)cn2)nc1,2,1,0.5
herg_blockade,c1ccc(-n2cc3cnnc(N4CCC4)c3n2)cc1,2,2,1.0
herg_blockade,c1ccc(-n2cc3cnnc(N4CCCC4)c3n2)cc1,2,2,1.0
herg_blockade,c1ccc(-n2ccc(OCCN3CCNCC3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(-n2ccc(OCCN3CCOCC3)n2)cc1,2,1,0.5
herg_blockade,c1ccc(-n2cccc2)cc1,2,0,0.0
herg_blockade,c1ccc(-n2cnc(CNC3CCCC3)c2)cc1,2,0,0.0
herg_blockade,c1ccc(-n2ncc3c2CCC3CCN2CCCCC2)cc1,2,2,1.0
herg_blockade,c1ccc(-n2ncc3c2CCC3CCN2CCOCC2)cc1,2,2,1.0
herg_blockade,c1ccc(-n2ncc3c2CCCC3CCN2CCCCC2)cc1,2,2,1.0
herg_blockade,c1ccc(-n2ncc3c2CCCC3CCN2Cc3ccccc3C2)cc1,2,2,1.0
herg_blockade,c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2ccccn2)cc1,2,0,0.0
herg_blockade,c1ccc(C(C(c2ccccc2)N2CCCC2)N2CCCC2)cc1,2,0,0.0
herg_blockade,c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,2,0,0.0
herg_blockade,c1ccc(C(CN2CCn3nc(-c4cccnc4)nc3C2)Cn2cncn2)cc1,2,0,0.0
herg_blockade,c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(C2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1,2,2,1.0
herg_blockade,c1ccc(C2(COCc3cccnc3)CCNCC2)cc1,2,0,0.0
herg_blockade,c1ccc(C23CC(NCCCSc4nnc(-c5cnco5)[nH]4)CC2C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CC2CN(CCCSc2nnc(-c4ccco4)[nH]2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CC2CN(CCCSc2nnc(-c4ccnnc4)[nH]2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnccn4)[nH]2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CC2CN(CCCSc2nnc(-c4cncnc4)[nH]2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CC2CN(CCCSc2nnc(-c4cncs4)[nH]2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CCN(CCCSc4nnc(-c5ccnnc5)[nH]4)CCC2C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CCN(CCCSc4nnc(-c5cncs5)[nH]4)CCC2C3)cc1,2,2,1.0
herg_blockade,c1ccc(C23CNCC2C3)cc1,2,0,0.0
herg_blockade,c1ccc(C2=NC(c3ccccc3)(c3cccnc3)CN2)cc1,2,1,0.5
herg_blockade,c1ccc(C2=NNC(CCCN3CCNCC3)(c3ccccc3)C2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CC23CCN(CCCSc2nnc(-c4ccncc4)[nH]2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(C2CC23CCN(CCCSc2nnc(-c4csnn4)[nH]2)C3)cc1,2,1,0.5
herg_blockade,c1ccc(C2CC23CCN(CCCSc2nnc(C4CCCCC4)[nH]2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(C2CC3(CCNCC3)Oc3ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(C2CCC(N3Cc4c[nH]nc4C3)CO2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CCC(N3Cc4nn5cccnc5c4C3)CO2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CCC2)cc1,2,1,0.5
herg_blockade,c1ccc(C2CCCCC2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CCCNC2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CCN(CC3CCc4ccccc4CC3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(C2CCN(CCC3CCCc4c3cnn4-c3ccccc3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(C2CCN(CCNCc3ccno3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(C2CCN(c3ccc4ncnn4n3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(C2CCN(c3ccn4cnnc4n3)CC2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CCN(c3ccncn3)CC2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CCN(c3cnc4nccnc4n3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(C2CCn3c(nc4ncccc43)C2)cc1,2,0,0.0
herg_blockade,c1ccc(C2CNCc3ccccc32)cc1,2,0,0.0
herg_blockade,c1ccc(C2COc3cc4c(cc3O2)OCC4)cc1,2,0,0.0
herg_blockade,c1ccc(C2NCCc3ccccc32)cc1,2,0,0.0
herg_blockade,c1ccc(C2OCc3ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCCN3CCCC3)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(CC2CC3CCC(C2)N3Cc2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CC2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(CC2c3ccccc3CC3c4ccccc4CCN23)cc1,2,1,0.5
herg_blockade,c1ccc(CCC2NCCc3ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(CCCCCCCNCc2ccccc2)cc1,2,1,0.5
herg_blockade,c1ccc(CCCCCCNCc2ccccc2)cc1,2,1,0.5
herg_blockade,c1ccc(CCCCN2CCN(c3ccccc3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(CCCCNCCCc2nc3ccccc3[nH]2)cc1,2,2,1.0
herg_blockade,c1ccc(CCCN2C3CCC2CC(Oc2ccccc2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(CCCN2C3CCC2CC(n2cnc4c2CCN(c2ccncn2)C4)C3)cc1,2,2,1.0
herg_blockade,c1ccc(CCCN2C3CCC2CC(n2cnc4c2CCN(c2cnccn2)C4)C3)cc1,2,2,1.0
herg_blockade,c1ccc(CCCN2C3CCC2CC(n2cnc4ccccc42)C3)cc1,2,2,1.0
herg_blockade,c1ccc(CCCNCCN(c2ccccc2)c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2C3CCC2CC(Oc2ccccc2)C3)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CC(CCc3cc4ccccc4[nH]3)C(c3ccccc3)C2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CC(CCc3nc4ccccc4[nH]3)C(c3ccccc3)C2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CC(Cc3nc4ccccc4[nH]3)C(c3ccccc3)C2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CCC(Nc3nc4ccccc4o3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CCC3(CCc4ccccc4O3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,2,2,1.0
herg_blockade,c1ccc(CCN2CCN(CCc3ccc4nonc4c3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(CCNCCN(c2ccccc2)c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CCc2cccc(CCc3ccccc3)[nH+]2)cc1,2,2,1.0
herg_blockade,c1ccc(CN(C2CC2)C2CNC2)cc1,2,2,1.0
herg_blockade,c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CN2CCC3(CC2)OCc2c3cnn2-c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CN2CCCC(Oc3ccc4cnccc4c3)C2)cc1,2,2,1.0
herg_blockade,c1ccc(CN2CCOCC2)cc1,2,0,0.0
herg_blockade,c1ccc(CN2Cc3ccccc3C2)cc1,2,0,0.0
herg_blockade,c1ccc(CNC2CCCc3c2[nH]c2ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCC2CCCc3c2cnn3-c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCCCCNc2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCCCCOc2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCc2c(-c3ccccc3)[nH]c3ccccc23)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCc2c(-c3ccccn3)[nH]c3ccccc23)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCc2c(-c3cccnc3)[nH]c3ccccc23)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCc2c(-c3cccs3)[nH]c3ccccc23)cc1,2,2,1.0
herg_blockade,c1ccc(CNCCc2c(-c3cnoc3)[nH]c3ccccc23)cc1,2,0,0.0
herg_blockade,c1ccc(CNCCc2c[nH]c3ncccc23)cc1,2,0,0.0
herg_blockade,c1ccc(CNc2ccc3ncn(-c4cc[nH]n4)c3n2)nc1,2,0,0.0
herg_blockade,c1ccc(CNc2ccnc3ccnn23)cc1,2,0,0.0
herg_blockade,c1ccc(CNc2ccncn2)cc1,2,2,1.0
herg_blockade,c1ccc(CNc2nc(Nc3nccs3)cc(N3CCOCC3)n2)nc1,2,0,0.0
herg_blockade,c1ccc(COC(C[n+]2ccn(C(c3ccccc3)c3ccccc3)c2)c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(COC2CCC3NC2(c2ccccc2)CC3c2nnn[nH]2)cc1,2,2,1.0
herg_blockade,c1ccc(COC2CCc3ccc(N4CCNCC4)nc32)cc1,2,2,1.0
herg_blockade,c1ccc(COC2COc3nccn3C2)cc1,2,0,0.0
herg_blockade,c1ccc(COc2ccc(C3(c4cccnc4)CCCO3)cc2)nc1,2,0,0.0
herg_blockade,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1,2,0,0.0
herg_blockade,c1ccc(Cc2c(CCN3CCC3)sc3ccccc23)nc1,2,2,1.0
herg_blockade,c1ccc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(Cn2c(C3CCCNC3)nc3ccccc32)nc1,2,0,0.0
herg_blockade,c1ccc(Cn2c(CC3CCNCC3)nc3ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(Cn2cc(CN3CCCC3)c3ccncc32)cc1,2,1,0.5
herg_blockade,c1ccc(Cn2cc(NCCN3CCCCCC3)nn2)cc1,2,1,0.5
herg_blockade,c1ccc(Cn2ccc3ncnc(OCc4ncco4)c32)nc1,2,1,0.5
herg_blockade,c1ccc(Cn2cnc3ccc(Nc4ccn[nH]4)nc32)nc1,2,0,0.0
herg_blockade,c1ccc(N2CCC3(CCc4ccccc43)CC2)nc1,2,2,1.0
herg_blockade,c1ccc(N2CCC3CN(CCCSc4nnc(-c5ccccn5)[nH]4)CC32)cc1,2,2,1.0
herg_blockade,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cccnc5)[nH]4)CC32)cc1,2,2,1.0
herg_blockade,c1ccc(N2CCC3CN(CCCSc4nnc(-c5ccncc5)[nH]4)CC32)cc1,2,2,1.0
herg_blockade,c1ccc(N2CCC3CN(CCCSc4nnc(C5CCCCC5)[nH]4)CC32)cc1,2,2,1.0
herg_blockade,c1ccc(N2CCC3CN(CCCSc4nnc(C5CCOCC5)[nH]4)CC32)cc1,2,2,1.0
herg_blockade,c1ccc(N2CCN(CCCCCCN3CCN(c4ccnc5ccccc45)CC3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(N2CCN(Cc3nc4c5ccccc5ncn4n3)CC2)nc1,2,0,0.0
herg_blockade,c1ccc(N2CCNCC2)cc1,2,2,1.0
herg_blockade,c1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2cc(NC3CCC3)n3nccc3n2)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2cc(NC3COC3)n3nccc3n2)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2cc3nc(C4CC4)ccn3n2)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2ccc(CN3CCC4(CC3)OCc3ccncc34)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2ccccc2)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2ccn(C3CCCCC3)n2)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2ccnc(NC3CCCNC3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2ccnc(NC3CCNC3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2ccnc(NCC3CCCN3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2ccnc(NCc3ccc4c(c3)OCO4)n2)cc1,2,1,0.5
herg_blockade,c1ccc(Nc2ccnc(NCc3ccccn3)n2)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2ccnc3ccc(C4CCNCC4)cc23)cc1,2,1,0.5
herg_blockade,c1ccc(Nc2ccnc3ccc(N4CCOCC4)cc23)cc1,2,1,0.5
herg_blockade,c1ccc(Nc2cncc(OC3CCNC3)n2)nc1,2,0,0.0
herg_blockade,c1ccc(Nc2cnnc(NC3CCOCC3)c2)nc1,2,1,0.5
herg_blockade,c1ccc(Nc2cnnc3ccc(C4CCNCC4)cc23)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2cnnc3ccc(N4CCCCC4)cc23)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2cnnc3ccc(N4CCCNCC4)cc23)cc1,2,1,0.5
herg_blockade,c1ccc(Nc2nc(CCCN3CCOCC3)nc3cc(-c4ccccn4)ccc23)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2nc(CN3CCOCC3)nc3cc(-c4ccccn4)ccc23)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2nc3cc(Oc4ccnc(-c5ncc[nH]5)c4)ccc3[nH]2)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,2,0,0.0
herg_blockade,c1ccc(Nc2nccc(-c3cnn4ccccc34)n2)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2ncnc(N3CCC(Oc4ccccc4)CC3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(Nc2ncnc3[nH]cnc23)cc1,2,0,0.0
herg_blockade,c1ccc(OC(CC2CNC2)c2ccccc2)cc1,2,2,1.0
herg_blockade,c1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1,2,2,1.0
herg_blockade,c1ccc(OC(c2cccnc2)C2CCCNC2)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3)cc1,2,1,0.5
herg_blockade,c1ccc(OC2CC3CCC(C2)N3C2(c3ccccc3)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3C2CCCCC2)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3C2CCCc3ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3CC2CC2)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3Cc2ccc3c(c2)OCO3)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3Cc2ccccn2)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3Cc2ccco2)cc1,2,2,1.0
herg_blockade,c1ccc(OC2CC3CCC(C2)N3Cc2cn[nH]c2)cc1,2,1,0.5
herg_blockade,c1ccc(OC2CCN(CC3CCN(c4ccccn4)CC3)CC2)cc1,2,0,0.0
herg_blockade,c1ccc(OCCC2CC2C2CCN(c3ncccn3)CC2)nc1,2,0,0.0
herg_blockade,c1ccc(OCCCCN2CCC(c3noc4ccccc34)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(OCCCCN2CCCC2)cc1,2,0,0.0
herg_blockade,c1ccc(OCCCN2CC3CNCC(C3)C2)cc1,2,2,1.0
herg_blockade,c1ccc(OCCCc2cccc(CCCOc3ccccc3)n2)cc1,2,2,1.0
herg_blockade,c1ccc(OCCN2CCCC2)cc1,2,0,0.0
herg_blockade,c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1,2,2,1.0
herg_blockade,c1ccc(OCc2cccc(COc3ccccc3)[nH+]2)cc1,2,2,1.0
herg_blockade,c1ccc(OCc2ccno2)nc1,2,0,0.0
herg_blockade,c1ccc(OCc2coc(-c3ccccc3)n2)cc1,2,0,0.0
herg_blockade,c1ccc(Oc2ccc(NCCN3CCOCC3)cc2)cc1,2,2,1.0
herg_blockade,c1ccc(Oc2ccncc2)cc1,2,1,0.5
herg_blockade,c1ccc(SCCCN2CCC(c3c[nH]c4ccccc34)CC2)cc1,2,2,1.0
herg_blockade,c1ccc(SCc2cnc(-c3ccccc3)s2)cc1,2,0,0.0
herg_blockade,c1ccc2[nH]c(C3CCCN(C4CCOCC4)C3)nc2c1,2,2,1.0
herg_blockade,c1ccc2[nH]cnc2c1,2,1,0.5
herg_blockade,c1ccc2c(C3CCCNC3)c(-c3ccsc3)[nH]c2c1,2,2,1.0
herg_blockade,c1ccc2c(C3CCCNC3)c(C3CCCCC3)[nH]c2c1,2,2,1.0
herg_blockade,c1ccc2c(C3CCCNC3)c[nH]c2c1,2,2,1.0
herg_blockade,c1ccc2c(CC3CCCCN3)ccnc2c1,2,2,1.0
herg_blockade,c1ccc2c(CCCOc3cnc(-c4ccoc4)c(-c4cnc5cn[nH]c5n4)c3)c[nH]c2c1,2,1,0.5
herg_blockade,c1ccc2c(CCN3CCC(NCc4ccc5c(c4)OCCO5)CC3)ccnc2c1,2,0,0.0
herg_blockade,c1ccc2c(Cc3cscn3)csc2c1,2,2,1.0
herg_blockade,c1ccc2c(Cn3cccn3)csc2c1,2,2,1.0
herg_blockade,c1ccc2c(N3CCN(CCCCOc4ccc5c(c4)CNC5)CC3)cccc2c1,2,2,1.0
herg_blockade,c1ccc2c(N3CCN(CCCOc4ccc5c(c4)CNC5)CC3)cccc2c1,2,2,1.0
herg_blockade,c1ccc2c(NCCCNCC34CC5CC(CC(C5)C3)C4)ccnc2c1,2,2,1.0
herg_blockade,c1ccc2c(c1)CC1NCCc3cccc-2c31,2,2,1.0
herg_blockade,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,2,2,1.0
herg_blockade,c1ccc2c(c1)CCC(N1CCC3(CCc4ccccc4O3)CC1)C2,2,2,1.0
herg_blockade,c1ccc2c(c1)CCC2,2,2,1.0
herg_blockade,c1ccc2c(c1)CCN(CCc1c[nH]c3ccccc13)C2,2,1,0.5
herg_blockade,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3ccnc3)nn2)CC1,2,2,1.0
herg_blockade,c1ccc2c(c1)CCNC2CC1CCN2CCc3ccccc3C2C1,2,1,0.5
herg_blockade,c1ccc2c(c1)CN(CCC1CCCCC1)C2,2,0,0.0
herg_blockade,c1ccc2c(c1)CN(CCc1cnn3ccccc13)C2,2,2,1.0
herg_blockade,c1ccc2c(c1)Cc1ccccc1C1(CCC(N3CC4CC4C3)C1)C2,2,0,0.0
herg_blockade,c1ccc2c(c1)Cc1ccccc1C1(CCC(N3CCC3)C1)C2,2,0,0.0
herg_blockade,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,2,1,0.5
herg_blockade,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,2,2,1.0
herg_blockade,c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,2,0,0.0
herg_blockade,c1ccc2c(c1)N=c1ccccc1=C(N1CCNCC1)N2,2,2,1.0
herg_blockade,c1ccc2c(c1)SCCc1sc(NC3CCCCC3)nc1-2,2,0,0.0
