molecule_id,standardized_smiles,inchikey,scaffold,scaffold_split,random_split
BZEWSEKUUPWQDQ-UHFFFAOYSA-N,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,O=C(CCN1CCCCC1)c1ccccc1,train,train
LNGAGQAGYITKCW-UHFFFAOYSA-N,COC(=O)C1CCC(C(=O)OC)CC1,LNGAGQAGYITKCW-UHFFFAOYSA-N,C1CCCCC1,train,train
PNRAZZZISDRWMV-UHFFFAOYSA-N,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,PNRAZZZISDRWMV-UHFFFAOYSA-N,c1ccccc1,train,train
FDMBBCOBEAVDAO-UHFFFAOYSA-N,CCC(C)(CN(C)C)OC(=O)c1ccccc1,FDMBBCOBEAVDAO-UHFFFAOYSA-N,c1ccccc1,train,train
LPMBTLLQQJBUOO-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,LPMBTLLQQJBUOO-KTKRTIGZSA-N,,train,test
IOYZYMQFUSNATM-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,IOYZYMQFUSNATM-UHFFFAOYSA-N,c1ccc(CNc2ncccn2)cc1,train,train
CAJIGINSTLKQMM-UHFFFAOYSA-N,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,CAJIGINSTLKQMM-UHFFFAOYSA-N,c1ccccc1,train,train
YUGZHQHSNYIFLG-UHFFFAOYSA-N,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,YUGZHQHSNYIFLG-UHFFFAOYSA-N,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,train,validation
WWYNJERNGUHSAO-XUDSTZEESA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-XUDSTZEESA-N,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train,train
LRCXRAABFLIVAI-UHFFFAOYSA-N,NCC(O)c1cccc(O)c1,LRCXRAABFLIVAI-UHFFFAOYSA-N,c1ccccc1,train,train
YWYQTGBBEZQBGO-YMQZRTQWSA-N,CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,YWYQTGBBEZQBGO-YMQZRTQWSA-N,C1CCC2C(C1)CCC1C3CCCC3CCC21,validation,train
VDCRFBBZFHHYGT-IOSLPCCCSA-N,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,VDCRFBBZFHHYGT-IOSLPCCCSA-N,O=c1[nH]cnc2c1[nH]c(=O)n2C1CCCO1,validation,train
KBPHJBAIARWVSC-HJYCLHCESA-N,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C,KBPHJBAIARWVSC-HJYCLHCESA-N,C(=CC=CC=CC=CC=CC1C=CCCC1)C=CC=CC=CC=CC1=CCCCC1,train,validation
FBMYKMYQHCBIGU-UHFFFAOYSA-N,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,FBMYKMYQHCBIGU-UHFFFAOYSA-N,c1ccc(OCCCNCCc2c[nH]c3ccccc23)cc1,train,train
NGIFHAUKQGDVSR-UHFFFAOYSA-N,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC,NGIFHAUKQGDVSR-UHFFFAOYSA-N,c1ccc(-c2nccc3ccccc23)cc1,train,validation
JKQQZJHNUVDHKP-FQJIPJFPSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,JKQQZJHNUVDHKP-FQJIPJFPSA-N,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train,train
LNXXSBRGLBOASF-UHFFFAOYSA-N,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,LNXXSBRGLBOASF-UHFFFAOYSA-N,c1ccc(-c2ncco2)cc1,train,train
QDGIAPPCJRFVEK-UHFFFAOYSA-N,CN1CCC(OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1,QDGIAPPCJRFVEK-UHFFFAOYSA-N,O=C(OC1CCNCC1)C(Oc1ccccc1)Oc1ccccc1,test,test
YAYRGNWWLMLWJE-UHFFFAOYSA-L,O=C([O-])C1(C(=O)[O-])CCC1.[NH2-].[NH2-].[Pt+4],YAYRGNWWLMLWJE-UHFFFAOYSA-L,C1CCC1,train,test
VXLCNTLWWUDBSO-UHFFFAOYSA-N,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,VXLCNTLWWUDBSO-UHFFFAOYSA-N,O=S1(=O)NCNc2ccccc21,train,train
SQZCAOHYQSOZCE-UHFFFAOYSA-N,Cc1ccccc1NC(=N)NC(=N)N,SQZCAOHYQSOZCE-UHFFFAOYSA-N,c1ccccc1,train,validation
YBYIRNPNPLQARY-UHFFFAOYSA-N,C1=Cc2ccccc2C1,YBYIRNPNPLQARY-UHFFFAOYSA-N,C1=Cc2ccccc2C1,train,train
RSTKLPZEZYGQPY-UHFFFAOYSA-N,O=C(O)C(=O)Cc1c[nH]c2ccccc12,RSTKLPZEZYGQPY-UHFFFAOYSA-N,c1ccc2[nH]ccc2c1,test,train
IYKVLICPFCEZOF-UHFFFAOYSA-N,NC(N)=[Se],IYKVLICPFCEZOF-UHFFFAOYSA-N,,train,train
WHQCHUCQKNIQEC-UHFFFAOYSA-N,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,WHQCHUCQKNIQEC-UHFFFAOYSA-N,O=C(c1ccccc1)c1coc2ccccc12,train,train
CSPPKDPQLUUTND-UHFFFAOYSA-N,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,CSPPKDPQLUUTND-UHFFFAOYSA-N,O=C1C=CCCC1,validation,train
KWMLJOLKUYYJFJ-VFUOTHLCSA-N,O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,KWMLJOLKUYYJFJ-VFUOTHLCSA-N,,train,train
XDOFQFKRPWOURC-UHFFFAOYSA-N,CC(C)CCCCCCCCCCCCCCC(=O)O,XDOFQFKRPWOURC-UHFFFAOYSA-N,,test,train
LBGPXIPGGRQBJW-UHFFFAOYSA-N,Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,LBGPXIPGGRQBJW-UHFFFAOYSA-N,c1ccc(-c2cc(-c3ccccc3)[nH+][nH]2)cc1,train,train
JOFDPSBOUCXJCC-UHFFFAOYSA-N,Cc1ccc(NC=O)c(C)c1,JOFDPSBOUCXJCC-UHFFFAOYSA-N,c1ccccc1,train,test
VAUMDUIUEPIGHM-UHFFFAOYSA-N,Cc1ccc(C=O)s1,VAUMDUIUEPIGHM-UHFFFAOYSA-N,c1ccsc1,train,train
VCOCESNMLNDPLX-JYHUIVOISA-N,CC1(C)C2CCC3(C2)[C@H]1C(=O)CCC3(C)C,VCOCESNMLNDPLX-JYHUIVOISA-N,O=C1CCCC23CCC(CC12)C3,train,validation
VEPUKHYQNXSSKV-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)CCCC2,VEPUKHYQNXSSKV-UHFFFAOYSA-N,c1ccc2c(c1)CCCC2,train,train
KLTVSWGXIAYTHO-UHFFFAOYSA-N,C=CC(=O)CCCCC,KLTVSWGXIAYTHO-UHFFFAOYSA-N,,train,test
TZJLGGWGVLADDN-UHFFFAOYSA-N,CC(=O)CCc1ccc2c(c1)OCO2,TZJLGGWGVLADDN-UHFFFAOYSA-N,c1ccc2c(c1)OCO2,train,train
WCDGWAIZRYMVOW-UHFFFAOYSA-N,C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C,WCDGWAIZRYMVOW-UHFFFAOYSA-N,,test,train
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(C)=O,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,,test,train
PCBSXBYCASFXTM-UHFFFAOYSA-N,COc1ccc(CCC(C)=O)cc1,PCBSXBYCASFXTM-UHFFFAOYSA-N,c1ccccc1,train,train
SWUIQEBPZIHZQS-UHFFFAOYSA-N,Cc1ccc2c(c1)OCC(=O)CO2,SWUIQEBPZIHZQS-UHFFFAOYSA-N,O=C1COc2ccccc2OC1,train,train
FYTRVXSHONWYNE-UHFFFAOYSA-N,CCCC1CCCC(=O)O1,FYTRVXSHONWYNE-UHFFFAOYSA-N,O=C1CCCCO1,train,train
VZBLASFLFFMMCM-UHFFFAOYSA-N,COc1ccc2cc(C=O)ccc2c1,VZBLASFLFFMMCM-UHFFFAOYSA-N,c1ccc2ccccc2c1,validation,train
UDKICLZCJWQTLS-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,UDKICLZCJWQTLS-UHFFFAOYSA-N,c1ccccc1,train,train
KGFYHTZWPPHNLQ-UHFFFAOYSA-N,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,KGFYHTZWPPHNLQ-UHFFFAOYSA-N,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1cccs1,train,validation
KEVKBVWYVMVEBG-UHFFFAOYSA-N,CC(=O)N(CC(=O)N(C)C)c1ccccc1,KEVKBVWYVMVEBG-UHFFFAOYSA-N,c1ccccc1,train,train
TXWOGHSRPAYOML-UHFFFAOYSA-N,O=C(O)C1CCC1,TXWOGHSRPAYOML-UHFFFAOYSA-N,C1CCC1,train,train
DGCPIBPDYFLAAX-YTAGXALCSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,DGCPIBPDYFLAAX-YTAGXALCSA-N,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,train,train
DLGIIZAHQPTVCJ-UHFFFAOYSA-N,CC(Cc1ccccc1)N(C)Cc1ccco1,DLGIIZAHQPTVCJ-UHFFFAOYSA-N,c1ccc(CCNCc2ccco2)cc1,train,test
IUWKNLFTJBHTSD-QIKJAYGVSA-N,CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(OC)CC[C@@H]12,IUWKNLFTJBHTSD-QIKJAYGVSA-N,c1ccc2c(c1)CCC1C2CCC2CCCC21,train,test
HXAOUYGZEOZTJO-UHFFFAOYSA-N,O=C(CCCCl)c1ccc(F)cc1,HXAOUYGZEOZTJO-UHFFFAOYSA-N,c1ccccc1,train,train
GFNANZIMVAIWHM-OBYCQNJPSA-N,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,GFNANZIMVAIWHM-OBYCQNJPSA-N,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train,test
BEGLCMHJXHIJLR-UHFFFAOYSA-N,Cn1sccc1=O,BEGLCMHJXHIJLR-UHFFFAOYSA-N,O=c1ccs[nH]1,train,test
SDKQRNRRDYRQKY-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C1OCCO1,SDKQRNRRDYRQKY-UHFFFAOYSA-N,c1ccc(C2OCCO2)cc1,validation,train
DBPWSSGDRRHUNT-CEGNMAFCSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train,test
HBBVCKCCQCQCTJ-UHFFFAOYSA-N,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,c1ccc(OCCCOc2ccccc2)cc1,train,train
XEEYSDHEOQHCDA-UHFFFAOYSA-N,C=C(C)CS(=O)(=O)O,XEEYSDHEOQHCDA-UHFFFAOYSA-N,,train,train
QEFAQIPZVLVERP-UHFFFAOYSA-N,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1,test,validation
HDNXAGOHLKHJOA-UHFFFAOYSA-N,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1,HDNXAGOHLKHJOA-UHFFFAOYSA-N,C1CCC(N[SiH](NC2CCCCC2)NC2CCCCC2)CC1,train,train
MGFFVSDRCRVHLC-UHFFFAOYSA-N,CCCCOC(=O)CCS,MGFFVSDRCRVHLC-UHFFFAOYSA-N,,train,train
RDCAZFAKCIEASQ-UHFFFAOYSA-N,CCCCCCCCOCCCN,RDCAZFAKCIEASQ-UHFFFAOYSA-N,,validation,train
ODTQUKVFOLFLIQ-UHFFFAOYSA-N,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,ODTQUKVFOLFLIQ-UHFFFAOYSA-N,,train,validation
HETBKLHJEWXWBM-UHFFFAOYSA-N,O=Cc1ccc(Cl)c([N+](=O)[O-])c1,HETBKLHJEWXWBM-UHFFFAOYSA-N,c1ccccc1,train,validation
WZUUZPAYWFIBDF-UHFFFAOYSA-N,Nc1nc(=S)[nH][nH]1,WZUUZPAYWFIBDF-UHFFFAOYSA-N,S=c1nc[nH][nH]1,train,train
KCTMTGOHHMRJHZ-UHFFFAOYSA-N,C=CC(=O)NCOCC(C)C,KCTMTGOHHMRJHZ-UHFFFAOYSA-N,,train,train
WJZSZXCWMATYFX-UHFFFAOYSA-N,CC1=Nc2ccc3ccccc3c2C1(C)C,WJZSZXCWMATYFX-UHFFFAOYSA-N,C1=Nc2ccc3ccccc3c2C1,train,train
VAPSMQAHNAZRKC-PQWRYPMOSA-N,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,VAPSMQAHNAZRKC-PQWRYPMOSA-N,C1=CC2=CCC3C4CCCC4CCC3C2CC1,train,train
KLLIVCPQDTYMLC-UHFFFAOYSA-N,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,KLLIVCPQDTYMLC-UHFFFAOYSA-N,O=C1C=C(CC2CCCCC2)C(=O)c2ccccc21,test,train
VFAVNRVDTAPBNR-UHFFFAOYSA-N,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)CC1C(=O)O,VFAVNRVDTAPBNR-UHFFFAOYSA-N,O=C(CNCCCc1ccccc1)N1CCNC1=O,train,train
ABJKIHHNDMEBNA-UHFFFAOYSA-N,Cc1coc2ccccc2c1=O,ABJKIHHNDMEBNA-UHFFFAOYSA-N,O=c1ccoc2ccccc12,train,train
ISPVACVJFUIDPD-UHFFFAOYSA-N,O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O,ISPVACVJFUIDPD-UHFFFAOYSA-N,O=c1ccn(C2CC2)c2ccccc12,test,train
RBGAHDDQSRBDOG-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,RBGAHDDQSRBDOG-UHFFFAOYSA-N,O=C(c1ccccc1)C1CCN(CCc2cnc3n(c2=O)CCS3)CC1,train,test
XARCCBKWQPACEO-UHFFFAOYSA-N,O=C(O)c1ccc(OCCN2CCCCC2)cc1,XARCCBKWQPACEO-UHFFFAOYSA-N,c1ccc(OCCN2CCCCC2)cc1,test,validation
KBHDSWIXRODKSZ-UHFFFAOYSA-N,COC(=O)c1cc(Cl)ccc1NS(=O)(=O)C(F)(F)F,KBHDSWIXRODKSZ-UHFFFAOYSA-N,c1ccccc1,train,train
KOZWYRYCGOBBKD-UHFFFAOYSA-N,O=C1CC(c2ccc(Cl)cc2)CC(=O)N1,KOZWYRYCGOBBKD-UHFFFAOYSA-N,O=C1CC(c2ccccc2)CC(=O)N1,validation,test
CFIGYZZVJNJVDQ-LMJOQDENSA-N,COc1ccc2c(c1)c(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,CFIGYZZVJNJVDQ-LMJOQDENSA-N,O=C(c1ccccc1)n1ccc2ccccc21,train,train
YNVGQYHLRCDXFQ-JBKQDOAHSA-N,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,YNVGQYHLRCDXFQ-JBKQDOAHSA-N,C1=C2CCC3C4CCCC4CCC3C2CCC1,train,train
HBAIZGPCSAAFSU-UHFFFAOYSA-N,O=C1NCCN1CCO,HBAIZGPCSAAFSU-UHFFFAOYSA-N,O=C1NCCN1,train,test
MOUVJGIRLPZEES-UHFFFAOYSA-N,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,MOUVJGIRLPZEES-UHFFFAOYSA-N,c1ccccc1,train,test
KSCAZPYHLGGNPZ-UHFFFAOYSA-N,CCO[Si](CCCCl)(OCC)OCC,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,,train,test
WYEMLYFITZORAB-UHFFFAOYSA-N,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,WYEMLYFITZORAB-UHFFFAOYSA-N,O=C(Nc1ccccc1-c1ccccc1)c1cccnc1,train,train
RFSUNEUAIZKAJO-ARQDHWQXSA-N,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,RFSUNEUAIZKAJO-ARQDHWQXSA-N,C1CCOC1,validation,train
RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,train,train
PFTAWBLQPZVEMU-UKRRQHHQSA-N,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,PFTAWBLQPZVEMU-UKRRQHHQSA-N,c1ccc(C2CCc3ccccc3O2)cc1,test,train
YAORIDZYZDUZCM-UHFFFAOYSA-N,c1ccc(C2CC2)c(OCC2=NCCN2)c1,YAORIDZYZDUZCM-UHFFFAOYSA-N,c1ccc(C2CC2)c(OCC2=NCCN2)c1,train,train
VHFVKMTVMIZMIK-UHFFFAOYSA-N,Clc1cccc(N2CCNCC2)c1,VHFVKMTVMIZMIK-UHFFFAOYSA-N,c1ccc(N2CCNCC2)cc1,train,train
NIGWMJHCCYYCSF-UHFFFAOYSA-N,NC(Cc1ccc(Cl)cc1)C(=O)O,NIGWMJHCCYYCSF-UHFFFAOYSA-N,c1ccccc1,train,test
RIKJWJIWXCUKQV-UHFFFAOYSA-N,Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,RIKJWJIWXCUKQV-UHFFFAOYSA-N,c1ccc(-c2cscn2)cc1,train,train
HNSCCNJWTJUGNQ-UHFFFAOYSA-N,O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1,HNSCCNJWTJUGNQ-UHFFFAOYSA-N,O=C(NN1CCCC1)NS(=O)(=O)c1ccccc1,train,train
HTIKWNNIPGXLGM-YLINKJIISA-N,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,HTIKWNNIPGXLGM-YLINKJIISA-N,C1CCN(C2CCC3CCC4C5CC([NH+]6CCCCC6)CC5CCC4C3C2)CC1,train,train
DKMROQRQHGEIOW-UHFFFAOYSA-N,CCOC(=O)CCC(=O)OCC,DKMROQRQHGEIOW-UHFFFAOYSA-N,,train,train
FIITXXIVUIXYMI-RQJHMYQMSA-N,O=[N+]([O-])c1nccn1CO[C@@H](CO)[C@H](O)CO,FIITXXIVUIXYMI-RQJHMYQMSA-N,c1c[nH]cn1,train,validation
FCKLFGKATYPJPG-SSTBVEFVSA-N,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,FCKLFGKATYPJPG-SSTBVEFVSA-N,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train,train
AKHXXQAIVSMYIS-UHFFFAOYSA-N,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,AKHXXQAIVSMYIS-UHFFFAOYSA-N,O=S1(=O)NCNc2ccccc21,train,train
XSPUSVIQHBDITA-KXDGEKGBSA-N,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,XSPUSVIQHBDITA-KXDGEKGBSA-N,N=C(C(=O)NC1C(=O)N2C=C(Cn3ncnn3)CSC12)c1cscn1,validation,validation
ANJNOJFLVNXCHT-UHFFFAOYSA-N,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1,ANJNOJFLVNXCHT-UHFFFAOYSA-N,S=C(Nc1ccccc1)Oc1ccc2c(c1)CCC2,train,train
VNVBCWREJHKWSG-UHFFFAOYSA-N,CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl,VNVBCWREJHKWSG-UHFFFAOYSA-N,c1ccccc1,train,test
CPVNCBJFUQQXSU-UHFFFAOYSA-O,O=C(O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CPVNCBJFUQQXSU-UHFFFAOYSA-O,c1ccc([PH+](c2ccccc2)c2ccccc2)cc1,train,test
BOSAWIQFTJIYIS-UHFFFAOYSA-N,FC(F)(F)C(Cl)(Cl)Cl,BOSAWIQFTJIYIS-UHFFFAOYSA-N,,validation,train
MLIREBYILWEBDM-UHFFFAOYSA-N,N#CCC(=O)O,MLIREBYILWEBDM-UHFFFAOYSA-N,,test,train
LJSQFQKUNVCTIA-UHFFFAOYSA-N,CCSCC,LJSQFQKUNVCTIA-UHFFFAOYSA-N,,train,validation
XILPLWOGHPSJBK-UHFFFAOYSA-N,FC(F)(F)c1ccc(Cl)c(Cl)c1,XILPLWOGHPSJBK-UHFFFAOYSA-N,c1ccccc1,train,train
SXJYSIBLFGQAND-UHFFFAOYSA-N,O=C=Nc1cccc(C(F)(F)F)c1,SXJYSIBLFGQAND-UHFFFAOYSA-N,c1ccccc1,train,train
KPJZHOPZRAFDTN-ZRGWGRIASA-N,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,KPJZHOPZRAFDTN-ZRGWGRIASA-N,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,train,validation
VHRSUDSXCMQTMA-PJHHCJLFSA-N,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,VHRSUDSXCMQTMA-PJHHCJLFSA-N,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train,test
PLBHSZGDDKCEHR-LFYFAGGJSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,PLBHSZGDDKCEHR-LFYFAGGJSA-N,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train,train
IMBXEJJVJRTNOW-XYMSELFBSA-N,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,IMBXEJJVJRTNOW-XYMSELFBSA-N,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train,train
FBCQUCJYYPMKRO-UHFFFAOYSA-N,C=CCOC(=O)C(=C)C,FBCQUCJYYPMKRO-UHFFFAOYSA-N,,train,train
BTCSSZJGUNDROE-UHFFFAOYSA-N,NCCCC(=O)O,BTCSSZJGUNDROE-UHFFFAOYSA-N,,train,train
WWJLCYHYLZZXBE-UHFFFAOYSA-N,O=C1Cc2cc(Cl)ccc2N1,WWJLCYHYLZZXBE-UHFFFAOYSA-N,O=C1Cc2ccccc2N1,train,train
IJOOHPMOJXWVHK-UHFFFAOYSA-N,C[Si](C)(C)Cl,IJOOHPMOJXWVHK-UHFFFAOYSA-N,,train,train
ZPSFPNSXYWWGRF-UHFFFAOYSA-N,CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,ZPSFPNSXYWWGRF-UHFFFAOYSA-N,,test,train
WEERVPDNCOGWJF-UHFFFAOYSA-N,C=Cc1ccc(C=C)cc1,WEERVPDNCOGWJF-UHFFFAOYSA-N,c1ccccc1,train,train
QUWSDLYBOVGOCW-UHFFFAOYSA-N,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,QUWSDLYBOVGOCW-UHFFFAOYSA-N,c1ccc(Sc2ccccc2)cc1,train,test
APQSQLNWAIULLK-UHFFFAOYSA-N,Cc1ccc(C)c2ccccc12,APQSQLNWAIULLK-UHFFFAOYSA-N,c1ccc2ccccc2c1,validation,validation
RZXLPPRPEOUENN-UHFFFAOYSA-N,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,RZXLPPRPEOUENN-UHFFFAOYSA-N,O=S(=O)(Oc1ccccc1)c1ccccc1,validation,test
RMSWMRJVUJSDGN-UHFFFAOYSA-N,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C,RMSWMRJVUJSDGN-UHFFFAOYSA-N,c1ccc(CCc2cc3c(s2)-n2cnnc2CN=C3c2ccccc2)cc1,train,validation
HTXMGVTWXZBZNC-UHFFFAOYSA-N,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)O)c1,HTXMGVTWXZBZNC-UHFFFAOYSA-N,c1ccccc1,train,train
FTSXVYQZLNPTCM-UHFFFAOYSA-N,CC(C)C(OC(=O)c1ccccc1)C(C)(C)COC(=O)c1ccccc1,FTSXVYQZLNPTCM-UHFFFAOYSA-N,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,train,test
YPFDHNVEDLHUCE-UHFFFAOYSA-N,OCCCO,YPFDHNVEDLHUCE-UHFFFAOYSA-N,,validation,test
NZZIMKJIVMHWJC-UHFFFAOYSA-N,O=C(CC(=O)c1ccccc1)c1ccccc1,NZZIMKJIVMHWJC-UHFFFAOYSA-N,O=C(CC(=O)c1ccccc1)c1ccccc1,test,train
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,JZODKRWQWUWGCD-UHFFFAOYSA-N,c1ccccc1,train,test
